indices,y_error_pred,label,sentence,probability
375,家居,房产,传郭晶晶欲落户香港战伦敦奥运 装修别墅当婚房    首届中国跳水明星系列赛武汉站的比赛昨晚落幕，“跳水女皇”郭晶晶并没有像之前媒体报道的那样前往参赛。前天，中国跳水队领队周继红表示郭晶晶将以“休养”为由淡出，并称“并不排除退役的可能”，这立即引起人们的猜测：难道郭晶晶和霍启刚的好事将近？据香港媒体昨天报道，郭晶晶不惜放弃明年的广州亚运会，原因就是她将在明年嫁入霍家。他们的理由有两点：其一，郭晶晶已准备装修前段时间霍家所赠的北京五环外一高档别墅；其二，霍家已着手准备通过“优秀人才入境计划”(简称“优才计划”)为郭晶晶尽早落户香港。休养实为退役做铺垫据记者了解，郭晶晶这次以休养名义暂别泳池，实际上就是退役的“温和式”说法，一位跳水队内部人士告诉记者，“谁都不希望这么优秀的运动员退役，但她已到了结婚的年纪，这次休养其实就是退役，只是为了给大家一个可以接受的空间和缓冲而已。”其实，周继红前天的表态中就非常“暧昧”，“(郭晶晶)在明年一年的恢复期内，如果情况好，可能重新恢复训练，如果不好，也许就退役了。”而据郭晶晶的一前队友透露，霍启刚其实很传统，老早就不想自己的未婚妻在外抛头露面了，“加上两人聚少离多，霍公子本来就不舒服，也劝过郭多次，而郭很在乎两人的感情，也很在乎自己的事业发展，随着北京奥运夺冠，郭晶晶终于可以‘让爱做主’了。”装修豪宅作北京婚房现在，越来越多的迹象都在表明郭晶晶和霍公子的婚期已近。昨天，香港一媒体爆出郭晶晶正准备装修去年霍家所赠的价值3000万人民币的豪华别墅，并称“这很有可能就是他们俩在北京的婚房！”据说，这套别墅位于北京海淀区四季青镇门头村，在五环以外。据记者了解，该楼盘的中式院落独栋别墅面积为300—550平米之间，另外，每栋别墅送150平米的地下室。该别墅在2007年的预估开盘价就高达55000—60000元/平米。难怪媒体都将这一带的房子称作“北京顶级私人豪宅群落。”另外，香港众多娱乐狗仔近日都在霍家大宅薄扶林沙宣道33号门口跟拍，希望能捕捉到一些霍家筹备婚礼的细节。目前霍家大部分成员都住在这栋估价4亿港币的豪宅内。申请参加香港“优才计划”一方面，香港媒体对郭晶晶准备将北京的豪宅装修认作“出阁”的前奏，而另一方面，有消息称，郭晶晶已向国家体育总局申请，准备通过香港地区推出的“优才计划”落户香港。“优才计划”是香港2006年推出的引入优秀人才落户的特别通道。郎朗2006年11月27日正式成为香港居民，成为该计划启动后的首批名人。当时，奥运冠军伏明霞、钢琴王子李云迪等均在首批入选之列。以奥运冠军的身份，加上“准公公”霍震霆极广的人脉，郭晶晶通过这条路落户香港应该不成问题，当然，前提是必须先获得中国跳水队和国家体育总局的同意。现在距离伦敦奥运尚有一段时间，如果郭晶晶落户成功，到时状态允许的情况下，她届时代表中国香港参加伦敦奥运会也不会令人意外。本报记者 谢礼恒我要评论,0.4663415253162384
396,时尚,家居,搞怪ELLA运动中性家(图)ELLA 该女子乖巧可爱，喜欢搞怪。自SHE走红之后，她们的人气在内地也是与日俱增，三人中Ella最为活泼，不经意间散发出的男孩子气使人难忘。就因为ELLA的帅真，被很多人都误认为的“变性人”。脸蛋肉肉的，五官粗粗的，假小子典型。    ELLA在学校的时候喜欢打篮球，像个假小子，非常活泼好动。可同样她也非常真实、善解人意以及热情，常常用她的贴心去温暖身边的人。为ELLA推荐的是休闲运动的装修风格。,0.5812498331069946
444,家居,房产,内地富豪最喜欢居住十大中国城市之深圳5.深圳深圳奢侈品牌也很多，但要比广州少一些，但是奢侈家具品牌却是深圳强项，目前国内奢侈家具类品牌为北京，杭州，深圳三足鼎立的趋势.因为深圳离香港最近，深圳人大部分都去香港消费奢侈品，比例要比同样有去香港消费习惯的广州人要更高一些。我要评论,0.4846648871898651
519,科技,家居,我的温暖我做主 散热器凸显温暖真意11月初，一股强冷空气由北向南，突袭了全国大部分地区。而且，在过去的半个月里，各地的寒冷程度均有增无减。严冬的提前到来，让各地的人们深受其苦，特别是对于那些采用集中供暖的家庭来说，等待供暖的这段日子着实难熬，而少数采用分户供暖的家庭则顺应气候变化，提前享受到了温暖舒适的冬天。分户供暖因其自主性和舒适性再次受到消费者的广泛关注。“截至目前，中国的分户供暖用户大概有200多万户，数字听上去很大，但与英国的180万户和南韩的120万户相比，这个用量与中国的人口数量还是不成比例的，市场潜力非常可观。”日前，在德国威能与德国水丽的战略合作签署仪式上，德国威能中国区总经理王伟东向记者介绍。据中国国际建设市场研究院副院长袁清等业界专家表示，随着经济的发展和人们收入的提高，以及国家节能和温控热计量政策的推行，分户供暖将成为全国尤其是长江流域及以南地区采暖的主要方式。据相关部门统计，2000年以前，分户式供暖产品仍局限在黄河以北市场，而2005年后其覆盖市场已移至长江以南。以上海为例，已经形成分户供暖为主，集中供暖为辅的市场格局，像上海的安亭新城是集中供暖，其他都是分户供暖。需求推动变革 分户走俏绝非偶然 随着我国城市的高速发展，热力建设逐渐跟不上市场需求的步伐，用户对集中供暖的抱怨和不满逐渐显现，比如：压力不足而导致供热不均，温度偏低等等。这种矛盾在近几年表现的更为明显，变化无常的气候给采暖季前后的居民生活带来了极大困扰，供暖太晚、停暖太早、室温过冷或过热等问题接连不断，直接导致了这段期间的感冒发烧门诊人满为患。而2008年那场雪灾至今仍让不少人对寒冷心存余悸。此外，住宅的商品化也是一剂催化剂。一方面，双卫、多卫等大户型、复式、别墅的增多，使消费者进一步提高了对家用采暖设备及生活热水的要求；另一方面，随着投资房的兴起，以及长途旅游、度假的流行，房屋闲置的情况越来越多，为空屋支付采暖费也成了许多人无奈的痛，于是，人们开始计算取暖成本，开始关注并寻求自主性更好的采暖方式，集中供暖的垄断地位也因此受到了前所未有的冲击。分户供暖：自主随心 温暖人心与传统的集中取暖设备相比，分户供暖具有不可比拟的自主性和舒适性。用户不但可以随时任意调节不同居室的温度，而且在家中无人时，只需调低至无人在家的值班温度，从而节约了能耗；下班要回家前，只需要通过智能化模块自动启动设备，回家后就能立刻感受到家的温暖。正是由于分户供暖具有不受外界条件干扰的特点，越来越多的开发商和用户开始主动要求采取独立式的供暖方式。而与其他辅助型独立取暖设备相比，采暖、热水一体化的壁挂炉是目前分户供暖市场的新宠。据国家燃气用具质量监督检测中心副主任刘彤介绍，在遭受寒流突袭之后，原本可以充当非传统供暖地区采暖方式的冷暖空调，由于室外机经常结霜而失去了功用，因此，人们对于壁挂炉等国际潮流新品的关注空前高涨，对于独立采暖的需求也格外迫切。细节彰显真意 用国际的标准为中国节能除了随时随心取暖的独特优势，分户取暖的节能、环保特点才是其日渐成为国际流行采暖方式的重要原因。据记者了解，目前分户供暖通常采用太阳能、地源热或天然气等能源，比烧煤更加环保；由于没有热效能损失，分户取暖可节约20%-28%的燃气费用。考究生活品质，注重产品公益性能的欧洲消费者较早意识到了这一特点。据德国威能集团全球总裁罗夫•林巴赫表示，分户供暖在欧洲普及率超过85%，是多数家庭首选的采暖方式。虽然分户供暖的概念在中国的推广还不成熟，但随着中国政府大力提倡节能环保，分户供暖产品在中国的市场前景非常乐观，将成为未来的主流趋势。市场扩容 源于投入与收益的完美平衡业内人士表示，经过这些年的市场培育，分户供暖与集中供暖相比较的性能优势已经被大多数人所认同，真正制约前者发展的主要因素之一，其实是前期投入成本。但是，与此同时，我们也看到众多开发商依然青睐这种采暖方式，到底是什么驱动着市场的发展呢？对此，威能中国总经理王伟东介绍，“以主要针对中高端房地产项目的威能产品为例，虽然一次性投入比较高，但每年采暖成本比使用传统采暖方式节省20%至30%不等，使用几年后完全能收回成本。”优势明显的产品性能，配合投入与收益的完美平衡，使得相关产业获得了迅猛发展。依然以德国威能为例，2006年来自可再生能源产品的收入仅占这家全球第一的壁挂炉企业5%的营销额，但对比2005年的2%，已有150%的成长速度。另据王伟东透露，威能08年在华销售额实现了40%的高速增长。结语：分户供暖不但满足了用户对自主采暖的高要求，更是对集中供暖市场的不可缺少的补充。同时，分户供暖顺应国家对于节能的政策改革方向，在国外和国内北方的新型小区的建设中已经慢慢代替传统的集中供暖，或将成为未来采暖方式的新潮流，以真意温暖更多中国家庭。 ,0.5860170125961304
567,游戏,科技,支持64位游戏 驰为游戏机PGH即将上市据了解，驰为将推出一款型号为PHG的游戏机，其中P代表PMP、H代表高清、G代表游戏机。也就是说，这款产品是一款融合国内高端MP4与游戏机。驰为把在传统MP3方面所擅长的音质、720P高清、续航方面应用到游戏机上面，加强了此款产品的竟争力。并且，据了解，驰为此款游戏机虽然加入了MP4元素，但是游戏功能也同样十分强大。除了常见的8位、16位、32位游戏以外，还首次加入了64位游戏的功能。对此款产品感兴趣的朋友，可以关注我们的后续报道。,0.5972134470939636
587,游戏,家居,挑“T”总动员-获奖作品展示第二周周人气奖(1名)  获奖作品名称：冰糖炖双雪南北杏 (编号 69654)作品说明：[原料/调料]雪梨1个，雪耳半朵，南北杏各15粒，冰糖适量，枸杞8粒(装饰用)[制作流程]1：雪耳用水泡软，清洗干净，去蒂后剪成小朵；2：雪梨清洗干净，去核，切成小丁；3：南北杏清洗干净；4：把冰糖、雪耳、雪梨、南北杏放进紫砂煲的炖盅里，加入2碗热开水，盖上盖子，放进紫砂锅；5：紫砂锅里加入齐炖盅半腰的水，启动“隔水炖”键，炖1.5个小时即可。功效：清肺润喉，祛燥止咳，是秋冬季节很好的滋润糖水。第二周周创意奖(1名)  获奖作品名称：红绕肘子 (编号 69632)  作品说明：[原料/调料]肘子1000克，花生油2000克(实耗75克)，酱油50克，料酒75克，盐1.5克，葱、姜、五香料少许，淀粉15克，糖10克，汤适量，青蒜少许。 厨房器具：紫砂煲、电压力煲、电磁炉、盘子等；[制作流程]1.选皮薄、毛孔细小的新鲜肘子，剔去骨头，修整成圆桃形状。2.肘子皮朝上，放入五香料用紫砂煲熬煮煮至五成熟捞出。3.在电磁炉上将油锅烧热，把肘子皮朝下炸呈黄色，炸时不停地翻动，以防糊底。4.炸好肘子捞出，放一碗内，加葱、姜，用卤汤对些水，浇入碗中，用电压力煲蒸烂。5.将蒸好的肘子扣入大盘内，汤沥在锅中，加入料酒、味精，调一下色味，开始勾芡，撒上青蒜段，淋入明油，浇在肘子上即成。,0.7108938097953796
609,房产,时政,我国力争明年完成地方各级土地规划修编6月2日，第十八期国土资源管理市长专题研究班在山东烟台举办，国土资源部副部长、党组副书记、国家土地副总督察鹿心社出席并讲话。鹿心社强调，要全力做好土地利用规划工作，切实落实两个“最严格”的土地管理制度，为当前扩内需、保增长，长远促进我国经济社会全面协调可持续发展作出新的贡献。山东省委副书记、省长姜大明会见鹿心社一行。山东省副省长孙守璞，烟台市市委书记、市人大常委会主任孙永春致辞。这期研究班的主题是土地利用规划管理。主要任务是：认真学习贯彻党中央、国务院关于加强土地管理的一系列指示精神，以科学发展观为指导，充分认识土地利用规划在落实国家宏观调控政策、实行最严格土地管理制度中的重要作用；切实落实《全国土地利用总体规划纲要(2006-2020年)》，扎实做好地方土地利用总体规划修编工作，为当前扩大内需促进经济平稳较快增长，长远实现全面协调可持续发展提供更加有力的土地资源保障。鹿心社强调，做好土地利用规划工作是贯彻落实科学发展观的客观要求。科学编制土地利用规划不仅是保障长远可持续发展的需要，在当前也具有重大意义。一是我国的土地基本国情决定了必须始终坚持土地的统筹规划和严格管控。我国是一个发展中的人口大国，耕地资源十分紧缺，保证十几亿人口的吃饭问题压力巨大。工业化、城镇化进程加快，未来土地开发利用面临严峻挑战。二是保障和促进科学发展要求进一步加强和改进土地利用规划工作。土地资源的合理配置和永续利用，是科学发展的基础和前提。我国已形成了具有中国特色的土地利用总体规划体系，土地利用规划在城乡建设和土地开发利用活动中的“龙头”地位已经确立，但是总体上看，土地利用规划工作水平与贯彻落实科学发展观、加强土地调控和严格土地管理的要求相比还有明显差距，必须采取有力措施，切实加强和改进。三是当前改革发展的各项重大部署对土地利用规划工作提出了新的更高要求。保增长扩内需保民生要求土地利用规划工作积极跟进。推进农村改革发展要求及时、高质量完成地方土地利用总体规划修编。大力推进农村土地整治需要深化基层土地利用规划。鹿心社指出，经国务院同意，今年第三季度要完成大部分省级规划的审查报批，年底前完成大部分报国务院审批的城市土地利用总体规划的审查报批，力争到明年底基本完成地方各级规划修编。新一轮土地利用总体规划修编要坚持以下基本原则：一是严格保护耕地。要严格保护耕地特别是基本农田，加大土地整理复垦开发补充耕地力度。二是节约集约用地。要合理控制建设用地规模，积极拓展建设用地新空间，加快由外延扩张向内涵挖潜、由粗放低效向集约高效转变。三是统筹各业各类用地。要按照区域发展总体战略的要求，优化配置各业各类用地。四是加强土地生态建设。要统筹安排生活、生态和生产用地，优先保护自然生态空间。五是强化土地宏观调控。要立足构建保障和促进科学发展新机制，加强和改进规划实施保障措施，增强土地管理参与宏观调控的针对性和有效性。目前，省级土地利用总体规划大纲大部分已经完成并审查通过。市级土地利用规划修编首先要落实好省级规划下达的任务，同时要根据国家要求，结合本市实际，突出空间性和结构性，着重把握以下关键环节：一是坚持从严保护耕地。要严格控制耕地减少，加大补充耕地力度，合理安排耕地和基本农田布局。二是严格控制建设用地。要从严控制建设用地总规模特别是城乡建设用地规模，合理确定城镇工矿建设用地规模，做好中心城区土地利用规划。三是优化土地利用结构和布局。要优化城乡用地布局，引导城镇用地内部结构调整，统筹生产、生活和生态用地。鹿心社强调，提高土地利用规划工作水平要切实加强组织领导。一要加强组织领导，城市政府领导要进一步增进土地利用规划知识，增强土地利用规划意识，带头研究规划、带头执行规划、带头维护规划。二要搞好协调配合，建立政府统一领导，有关部门共同参与、分工负责、协作配合的规划组织机制。三要落实保障措施，要从法律、行政、经济、社会、科技等方面，制定和完善规划实施保障措施。四要加强规划的公众参与，要遵循公开、民主的原则，建立健全公众参与制度，提高规划透明度，使土地利用规划成为大众的规划。本次研究班还邀请了烟台等6个城市介绍土地利用规划管理的做法和经验，安排部有关司局负责人和专家讲解土地利用规划的有关事务和理论，并就当前土地利用规划管理的热点和难点问题深入讨论。在此期间，还将考察烟台市农村土地整治项目现场。(来源：中国国土资源报 记者 田春华 李现文),0.6757712364196777
661,房产,家居,低调而神秘的富豪低调而神秘的富豪一位辽阳媒体人对记者说：“刘忠田为人低调，而且不涉黑，不像袁宝?。”对于外界，忠旺集团非常神秘。在忠旺集团总部院里，有一座据称比厦门远华案中著名的“红楼”还豪华的小楼，专门招待来参观视察的领导。而占地18万平方米的忠旺集团内部，就像是一个微缩社会，吃穿住行都不用出门，外来者则须经过重重关卡，才能进入。辽宁的媒体和中央媒体驻辽宁记者站的记者，几乎都没有采访刘忠田的机会，许多记者都遭遇过被拒之门外的尴尬。忠旺集团一位员工告诉记者：“近期不用到集团来采访了，现在一切外来车辆和外来人员都不让进大门。” 刘忠田的低调，使人们对其产生了两种截然相反的印象，一种是认为他人很好，很随和；另一种则认为他很“牛”，而且是牛得不得了的那种。辽宁省某厅的一位官员就说，有一次，厅里组织本地媒体和外地媒体记者去采访，到了忠旺集团的大门口，保安连门都不让进，打了个电话，就说老板不在，无法接待。但没多久，这位官员就看到刘忠田的轿车驶出大门，扬长而去。对辽阳本地的官员，他也常常不买账。2007年时，辽阳一位官员带着一个急需贷款的企业主，到忠旺集团去请求帮忙担保，虽然来者以近乎哀求的口气保证说“对忠旺集团的担保会付出较高的利息”，但刘忠田未予理睬。但一位辽阳媒体人士以敬佩的口气说，刘忠田这人非常随和，也非常好心。他举例说，忠旺集团起家于徐家村，刘忠田这么多年一直对乡亲们非常好，给村民发米、面、油，对贫困户都是给上万元的现金。记者询问几位忠旺集团的员工对企业的印象，都说感觉像是在国企上班一样，一线员工每月工资2000元左右，在当地算是中上等，福利待遇较好，只要有大一点的节日，都会发二三百元，有时还会发油、面等。刘忠田很少出外应酬，大部分时间都是在集团内的各企业、车间里面走动，看到有问题立即指出来。“非常严厉，毫不留情面，但只是就事论事。”一位曾被训斥过的员工说。年轻的高管团队港隆实业董事长刘岩比刘忠旺大两岁，两人的人生轨迹相差极大，但最后却殊途同归，成为搭档。刘岩1985年毕业于北京联合大学，毕业后曾在北京一家低压器厂任技术员。在刘忠旺创办化工厂的时候，刘岩则在澳大利亚和新西兰留学，之后到香港创业。在港隆接手威力旺之后，2004年这家合资公司又变更为辽宁忠旺集团有限公司，刘忠田任董事长，刘岩则任副董事长。不过，据上市招股书，刘岩作为港方出资人和副董事长，并未进入董事局。一位忠旺集团的工作人员说，忠旺集团的负责人，就是刘忠田和刘忠锁兄弟，另一位执行董事勾喜辉负责管理日常业务，而“二把手”执行董事路长青，则专门负责上市事宜。勾喜辉与路长青都有专业背景，勾喜辉今年42岁，曾任长春市起重机厂工程师，后来到辽宁工作，从事铝型材模具设计，并进入忠旺集团任副总经理。刘忠田一向不抛头露面，即使是在路演和招股的过程中，也是由执行董事兼副总裁路长青代言，与投资者及媒体打交道。只有30多岁的路长青，是忠旺集团在2007年底从汇源果汁挖来专门筹划上市的高管，曾在投资银行工作，2003年加盟汇源，出任投资管理部总经理，后任董事会董事，在2007年2月帮助汇源果汁在香港上市。进入忠旺集团之后，路长青有了再度发挥专长的舞台，在金融危机之中，帮助忠旺集团改善了公司治理结构，引进风险投资，并成功地推动忠旺集团在香港上市。刘氏兄弟对企业的管理，几乎都是自学来的。其弟刘忠锁今年38岁，大专学历，曾担任过辽化纤维厂的供销科长，后进入忠旺集团，从辽阳福田化工有限公司经理一直做到集团总经理。一位到忠旺集团工作已经数年的员工说，平时刘氏兄弟很少在辽阳，大都到国内外的企业去考察、学习，一有好的经验、新的管理方法，就拿回到企业来试验。而集团办主任郑青山则更为年轻，仅有30岁，2001年在辽阳技术学院中文系毕业后就进入忠旺集团，主要负责企业文化建设、对外交流和党团工作，兼任集团党委副书记、纪检委副书记。(本报记者 高斌 发自辽阳) ,0.5487166047096252
733,房产,教育,知己知彼：新老四级比较分析报告新四级源于老四级又有别于老四级，具体而言，两者的区别主要在以下几个方面可以体现。首先，评分体制不同。老四级满分为100分，及格分为60分；而新四级满分为710分，最低分数为290分，及格分数线425分。这是一种表面的变化，无非是把原来的分数放大了7.1倍，但是这个评分体制的影响却是积极的。因为以前在100分制时，60至85之间均发合格证，看不出成绩的高低，不能完全体现考生水平，更不能体现考生听力、阅读、写作等方面的分项能力。现在710分制下，成绩单将会分项计分，听力、阅读、综合和写作的成绩都将具体给出，这可以明显反映考生英语水平具体的情况，是口头能力强还是笔头能力强等。其次，考查手段有异。具体说来是指题型有了变化。比如，听力部分，原来的题型是短对话以及短文或复合式听力二选一，而现在新四级复合式听力成为必考，此外又增加了长对话(这种题型来源于托福考试的传统题型)。又如，阅读以前只考篇章阅读理解，即考四篇文章，每篇文章后面有五个题目；现在阅读分为快速阅读，选词填空，以及两篇和老四级一样的篇章阅读理解(其中，快速阅读占10%，仔细阅读占25%)。再如，综合部分，原来是或简答或翻译或完型三选一，而现在是两个二选一的题型，即改错和完型二选一，简答和翻译二选一。而且翻译老四级是英译汉，新四级是汉译英。最后，新老四级的一个重大区别是新四级将没有词汇与结构部分。两者不变的是四级的写作部分。对发生变动的各个题型作一个综合分析，可以看出新四级更加侧重主观题的考查，考生需要写的部分更多了。比如，听力部分的复合式听力部分，快速阅读的最后三个题目，改错部分等等。再次，考查程序不一。老四级的考试程序是：听力——阅读——词汇与结构——或完型或翻译或简答三选一题型——写作；而新四级的考试程序有了变化：写作——快速阅读——听力——仔细阅读(包括选词填空和篇章阅读)——完型和改错二选一——翻译和简答二选一。考试程序的变化对考生应试心理的要求不同，对考试过程中时间调配的方法亦不尽相同。比如，老四级可以把词汇题的时间压缩一点，把阅读题的时间增加一点；而现在如果要增加第四部分阅读理解的时间，只能牺牲一点综合题的时间了，时间融通的难度有所加大。又如，老四级考试把写作部分设置在最后，考生可以借用或牺牲前面一些难题的时间(在实际操作中，很多情况下卷一和卷二会在开始就一起发给考生)，而新四级却把写作放在开头，而且等30分钟过去后，才发快速阅读的材料，这样对写作速度就有了更加严格的要求。最后，考查重点有变。新四级把听力部分的分数比重从20%上升到35%，而阅读部分的比重由40%下降到35%。这一变化可以说四级考试把听和读的能力放在不分伯仲的地位。另外，新四级加入了快速阅读，信息含量大大增加。综合讲，新四级提高了“听的能力和读的速度”，这体现现代社会不仅需要大量的信息阅览，而且还需要实际的口头交流，交流的前提是听懂对方的语言。新的时事促进改革，改革体现新的时事。信息大爆炸的社会，需要你更快更准的摄取你所需的资料，国际化的时代，需要你熟练地与外交流。新四级的改革多多少少还是反应了这些社会大背景。    更多信息请访问：新浪四六级频道 四六级论坛 四六级博客圈特别说明：由于各方面情况的不断调整与变化，新浪网所提供的所有考试信息仅供参考，敬请考生以权威部门公布的正式信息为准。,0.28104034066200256
786,时政,房产,"广东8月CPI降幅收窄 专家称可能成年内拐点本报讯(记者/张启通讯员/岳佳综)省物价局日前组织召开价格形势分析会,研判我省8月价格运行情况及未来走势。与会专家指出,8月可能是年内CPI拐点,房地产、汽车、旅游等主要消费行业景气度回升,但农产品价格不会持续大幅上涨。省物价局表示,目前临近建国六十周年庆典,要营造和谐稳定的价格环境,严格控制出台涨价项目,避免调价带来的累加效应。据国家统计局广东调查总队数据,8月我省居民价格消费指数(CPI)连续第7个月出现负增长,同比下降3.1%,但降幅比7月收窄1.1个百分点。汽车消费方面,1-8月我省汽车类零售额大幅增长29.3%,增长幅度远高于消费品零售总额的增长,6、7两月我省乘用车市场则连续出现同比、环比“双增长”的向好信号,表明汽车市场回暖的趋势正在得到巩固。房地产方面,商品房销售持续上升,1-8月全省商品房销售面积同比增长53.1%,增幅比1-7月提高4.3个百分点；销售额增长62.2%,比1-7月提高4.7个百分点。其中8月商品房销售面积环比上涨11%。此外,1-8月全省商品房销售均价同比增长5.9%,比1-7月上涨1.49%。专家认为,宽松的货币政策和投资需求大量入市造成了4月以来商品住房价格的较快上涨,这在一定程度上抑制了市场的自住需求。“目前,政府采取加大对投资需求、违规信贷资金入市的监管力度、打击囤地、囤房行为增加市场供应等措施,预计房价快速上涨的步伐将有所放缓。”旅游业方面,今年上半年,在金融危机和甲流疫情的双重影响下,我省旅游业受到较大冲击。但随着国民旅游休闲计划的启动,以及建设旅游强省一系列政策措施的出台,旅游业开始走出困境。 我要评论",0.6903411746025085
